0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,-20.40,17.00,21.74,19.29,-12.19,8.39,-13.13,7.75,13.78,11.66,4.55,-1.02,-5.93,15.91,-16.56,16.94,-9.37,19.96
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50,-14.95,20.58,20.48,17.51,-9.77,14.92,-17.48,18.58,-6.97,-14.33,15.75,16.07,0.29,3.14,-11.36,-3.54,-6.07
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,-4.47,8.41,21.08,22.49,-9.33,13.08,-1.66,17.43,8.06,2.11,18.63,-13.59,16.76,2.65,-16.67,3.44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60,-7.31,-18.01,-17.31,-18.62,20.86,15.08,-17.37,19.86,1.95,-19.18,-14.78,14.43,8.38,8.75,-16.89
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,-9.99,11.58,-14.42,-11.26,16.68,-17.74,13.82,16.98,2.95,8.51,18.54,11.62,8.47,0.50
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70,18.32,-3.26,5.92,21.06,11.75,-8.23,10.04,-18.13,-0.09,-9.77,15.46,-10.84,3.62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,18.24,6.55,-4.48,21.96,22.22,-12.31,-12.02,21.65,22.35,-5.65,-14.02,-5.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80,12.15,-7.38,-9.25,23.26,5.12,-0.72,5.44,11.84,13.12,17.45,2.13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0.07,-17.58,-23.82,-12.33,-22.07,-20.46,1.37,21.46,-21.39,-6.21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90,15.41,-23.40,-3.64,11.14,14.26,17.96,11.01,-6.48,12.48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,1.27,20.21,-23.22,7.51,16.06,23.56,-6.65,13.87
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,9.16,11.86,22.10,-17.20,-9.34,1.97,23.28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,-12.00,18.01,-17.17,19.02,-6.68,4.46
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10,14.08,-12.60,22.92,23.31,17.83
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,-11.70,2.76,12.16,-11.12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20,23.43,-13.48,6.98
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,4.41,-17.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30,3.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34
